st_mass,st_logg,pl_radjerr2,pl_radjerr1,pl_radeerr1,pl_radeerr2,st_teff,pl_orbpererr1,pl_orbpererr2,pl_radj,pl_rade,st_rad,sy_dist,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_orbper,sy_vmagerr1,sy_vmagerr2,sy_vmag,sy_kmagerr2,sy_kmagerr1,sy_kmag,sy_pnum,sy_snum,pl_controv_flag,default_flag,disposition
1.15,4.33075,,,,,6100.45,,,,,1.21341,485.65,12.4955,0.000516,-0.000516,2.883162,0.069,-0.069,12.633,-0.018,0.018,11.235,0,1,0,1,FALSE POSITIVE
0.63,4.67,-0.02141137,0.02230351,0.25,-0.24,4044.0,0.01141,-0.01483,0.20430012,2.29,0.61,108.449,13.0383,0.000522,-0.000522,32.6479,0.019,-0.019,13.728,-0.021,0.021,10.096,1,1,0,1,CONFIRMED
,4.64,-0.0828003,0.0828003,0.928107,-0.928107,4233.2,0.00011,-0.00011,1.14580445,12.8433,0.73,64.7414,11.174,0.000889,-0.000889,5.72226,0.208,-0.208,11.592,-0.023,0.023,8.637,2,1,0,0,CONFIRMED
0.9,4.512,-0.01516638,0.01516638,0.17,-0.17,5512.0,0.00074,-0.00074,0.14809528,1.66,0.87,179.943,12.2573,0.00015,-0.00015,4.44118,0.046,-0.046,12.573,-0.021,0.021,10.142,3,1,0,0,CONFIRMED
,,-0.04,0.024,0.27,-0.4,,1.4e-05,-1.4e-05,2.258,25.31,1.8456,1059.57,13.9106,0.000455,-0.000455,4.833191,0.126,-0.126,14.074,-0.023,0.023,12.208,0,1,0,1,CANDIDATE
0.33,4.92,-0.07672406,0.07672406,0.86,-0.86,3398.0,0.000132,-0.00013,0.19181015,2.15,0.33,79.3002,14.9834,0.000523,-0.000523,2.644661,0.2,-0.2,16.7,-0.023,0.023,11.37,2,1,0,0,CONFIRMED
,,-0.041,0.0098,0.11,-0.46,,1.1e-05,-1.1e-05,0.047,0.53,0.272,68.8807,13.0756,0.000374,-0.000374,0.463954,0.024,-0.024,13.899,-0.02,0.02,9.885,0,1,0,1,CANDIDATE
,,-0.16,0.12,1.3,-1.8,,1e-05,-1e-05,2.85,31.9,1.691,476.35,12.4132,0.000269,-0.000269,4.377339,0.069,-0.069,12.706,-0.022,0.022,10.554,0,1,0,1,FALSE POSITIVE
0.402278,4.81787,-0.006,0.006,0.07,-0.07,3511.0,0.00012,-0.00012,0.058,0.65,0.409602,80.63539,13.3119,0.000931,-0.000931,2.17807,0.06,-0.06,14.094,-0.023,0.023,9.624,0,1,0,0,CANDIDATE
0.75,4.61,-0.00624498,0.00624498,0.07,-0.07,4950.0,0.000325,-0.000329,0.2283879,2.56,0.71,116.474,11.6627,0.00024,-0.00024,13.86387,0.046,-0.046,11.985,-0.024,0.024,9.607,1,1,0,0,CONFIRMED
0.88,4.46826,,,,,5169.0,,,,,0.906039,762.137,14.9483,0.008816,-0.008816,0.504961,0.08,-0.08,15.29,-0.031,0.031,13.007,0,1,0,1,FALSE POSITIVE
,4.17,-0.076,0.076,0.85,-0.85,6283.0,3.5e-05,-3.5e-05,0.349,3.91,1.45,476.884,12.1049,0.000424,-0.000424,2.519334,0.08,-0.08,12.293,-0.026,0.026,10.89,0,1,0,0,FALSE POSITIVE
1.04,4.3437,-0.00410385,0.00410385,0.046,-0.046,5552.0,0.00017,-0.00017,0.31902935,3.576,1.137,264.78,11.7889,0.000253,-0.000253,9.03077,0.046,-0.046,11.936,-0.026,0.026,10.192,4,1,0,0,CONFIRMED
0.74,4.65877,,,,,4663.0,,,,,0.667213,323.193,14.3084,0.000283,-0.000283,35.383,0.183,-0.183,14.638,-0.022,0.022,12.043,0,1,0,0,CANDIDATE
,4.12,-0.054,0.054,0.61,-0.61,5838.0,0.000514,-0.000514,0.561,6.29,0.87,474.61,12.6854,0.00032,-0.00032,0.970016,1.133,-1.133,13.092,-0.018,0.018,10.216,0,1,0,0,FALSE POSITIVE
0.271365,,-0.01070568,0.01070568,0.12,-0.12,3360.47,0.001496,-0.001496,0.09010616,1.01,0.330989,66.4321,14.2789,0.000527,-0.000527,7.760178,0.126,-0.126,15.37,-0.021,0.021,10.962,4,1,0,1,CONFIRMED
0.856,4.49,-0.03122491,0.03122491,0.35,-0.35,5275.0,0.0022,-0.0022,0.3060041,3.43,0.845,157.682,12.0036,0.000259,-0.000259,31.7154,0.092,-0.092,12.304,-0.019,0.019,9.821,4,2,0,0,CONFIRMED
1.489,3.923,-0.17,0.17,1.90553,-1.90553,6408.0,1.1e-05,-1.1e-05,1.35,15.13215,2.21,746.138,12.6766,0.000609,-0.000609,3.142833,0.057,-0.057,12.831,-0.023,0.023,11.391,1,1,0,0,CONFIRMED
,,-0.017,0.011,0.12,-0.19,,0.00013,-0.00013,0.109,1.22,0.669,314.35,13.774,0.000299,-0.000299,1.58316,0.08,-0.08,14.005,-0.025,0.025,11.635,2,1,0,0,CONFIRMED
,,-0.55,0.68,7.6,-6.2,,4e-06,-4e-06,4.6,51.6,1.58,465.91,11.4985,0.001034,-0.001034,2.311162,0.027,-0.027,11.57,-0.021,0.021,10.062,0,1,0,1,CANDIDATE
0.922,4.585,-0.01186549,0.01356056,0.152,-0.133,5452.0,0.002021,-0.001915,0.18485178,2.072,0.811,278.412,12.7667,0.000533,-0.000533,21.700156,0.103,-0.103,12.977,-0.023,0.023,11.046,1,1,0,1,CONFIRMED
,,-0.028,0.034,0.38,-0.31,,0.00069,-0.0007,0.153,1.71,0.36,102.483,14.815,0.000543,-0.000543,10.59366,0.286,-0.286,15.784,-0.023,0.023,11.249,1,1,0,0,CONFIRMED
,,-0.04,0.037,0.41,-0.4,,8.2e-06,-8.2e-06,1.12,12.6,0.879,514.449,14.1754,0.00026,-0.00026,3.4766506,0.08,-0.08,14.334,-0.025,0.025,12.351,0,1,0,1,CANDIDATE
,,-0.01,0.02,0.2,-0.1,,0.001351,-0.001361,0.14,1.6,0.79,75.5857,10.13,0.000315,-0.000315,16.995848,0.009,-0.009,10.345,-0.02,0.02,8.38,1,1,0,0,CONFIRMED
,,-0.061,0.061,0.68,-0.68,,0.00011,-0.00011,0.213,2.39,0.92,211.632,11.7728,0.000337,-0.000337,4.9815,0.038,-0.038,12.293,-0.036,0.036,9.712,0,1,0,1,CANDIDATE
,,-0.15,0.098,1.1,-1.7,,0.00063,-0.00057,0.2,2.2,0.757,157.682,12.0036,0.000259,-0.000259,4.3491,0.092,-0.092,12.304,-0.019,0.019,9.821,4,2,0,0,CONFIRMED
,,-0.015,0.009,0.1,-0.17,,0.00014,-0.00013,0.189,2.12,0.639,190.81,12.691,0.00038,-0.00038,5.17222,0.103,-0.103,12.939,-0.019,0.019,10.555,1,1,0,0,CONFIRMED
,4.438,-0.11682962,0.11682962,1.3095409,-1.3095409,4911.0,0.004088831,-0.004088831,0.62847932,7.04461252,3.12057,307.47,10.5959,0.000521,-0.000521,4.608085407,0.025,-0.025,10.831,-0.024,0.024,8.516,1,1,0,0,CONFIRMED
0.54,4.645,-0.04112774,0.04237673,0.475,-0.461,3583.0,1.5e-05,-1.5e-05,0.76358415,8.559,0.586,,15.8575,0.002684,-0.002684,1.29655,0.343,-0.343,16.395,-0.034,0.034,12.799,0,1,0,1,CANDIDATE
1.021,4.37,,,,,6150.0,3e-07,-3e-07,,,1.094,348.494,12.0286,0.000272,-0.000272,3.4088353,0.069,-0.069,12.274,-0.024,0.024,10.732,1,1,0,0,CONFIRMED
,,,,,,5167.0,,,,,2.19732,478.688,11.9845,0.001543,-0.001543,14.71,0.08,-0.08,12.318,-0.017,0.017,10.138,0,1,0,0,FALSE POSITIVE
1.167,3.72939,,,,,6147.31,,,,,2.44273,421.763,10.6425,0.000676,-0.000676,2.131554,0.011,-0.011,10.836,-0.018,0.018,9.449,0,1,0,1,FALSE POSITIVE
0.772,4.56844,,,,,4784.0,,,,,0.756173,252.318,13.9043,0.000209,-0.000209,6.10099028,0.103,-0.103,14.314,-0.019,0.019,11.316,1,1,0,0,CONFIRMED
1.482,4.148,-0.02,0.025,0.28022452,-0.22417961,5520.0,0.0021,-0.0019,0.322,3.60929179,1.7,357.778,11.5203,0.000543,-0.000543,15.8723,0.022,-0.022,11.836,-0.023,0.023,9.954001,1,1,0,1,CONFIRMED
1.14,4.39,-0.01516638,0.0178428,0.2,-0.17,6059.0,0.00332,-0.00392,0.20697654,2.32,1.13,416.457,12.375,0.000196,-0.000196,15.48043,0.114,-0.114,12.511,-0.026,0.026,11.115,1,1,0,1,CONFIRMED
0.74479,4.46,-0.00555147,0.0093506,0.10481089,-0.06222638,4720.0,0.000134,-0.00013,0.07748261,0.86850263,0.712365,76.4986,10.7447,0.000298,-0.000298,2.080615,0.039,-0.039,11.061,-0.023,0.023,8.613,1,1,0,1,CONFIRMED
0.775,4.59,-0.016,0.016,0.18,-0.18,5089.0,0.0005,-0.0005,0.226,2.53,0.716,62.4491,9.93208,0.000347,-0.000347,9.1205,0.03,-0.03,10.19,-0.021,0.021,8.029,1,2,0,0,CONFIRMED
,,-0.067,0.084,0.94,-0.75,,5.8e-05,-5.8e-05,0.514,5.76,0.674,322.97,15.7105,0.000858,-0.000858,3.292013,0.023,-0.023,16.54,-0.026,0.026,12.604,0,1,0,1,CANDIDATE
,,-0.021,0.014,0.16,-0.23,,0.0012,-0.0012,0.247,2.77,1.27,421.636,12.2299,0.000179,-0.000179,16.2713,0.069,-0.069,12.385,-0.018,0.018,10.804,1,1,0,0,CONFIRMED
,,-0.026,0.017,0.19,-0.29,,8e-05,-8.5e-05,0.16,1.8,0.824,288.24,13.0544,0.000726,-0.000726,1.990422,0.114,-0.114,13.196,-0.018,0.018,11.228,0,1,0,1,CANDIDATE
,4.59,-0.04180953,0.04180953,0.46864223,-0.46864223,4783.6,6.15211e-05,-6.15211e-05,0.26908116,3.01612551,0.735345,123.438,11.8139,0.000886,-0.000886,8.43889971,0.069,-0.069,11.974,-0.024,0.024,9.749,2,1,0,0,CONFIRMED
0.800265,4.7,-0.09390429,1.25075299,14.01969024,-1.05257317,4944.0,8.8e-05,-8.9e-05,0.31941891,3.58036658,0.745987,109.749,11.527,0.000904,-0.000904,5.340883,0.037,-0.037,11.726,-0.025,0.025,9.454001,2,1,0,0,CONFIRMED
0.96,4.198,-0.02141137,0.02141137,0.24,-0.24,6256.0,0.0041,-0.0041,0.18288875,2.05,1.29,449.237,11.9153,0.000372,-0.000372,19.1541,0.069,-0.069,12.144,-0.024,0.024,10.781,1,1,0,1,CONFIRMED
,4.6,-0.02188147,0.02188147,0.245269,-0.245269,5144.5,7.3e-06,-7.3e-06,0.32163139,3.60516,0.77,154.961,11.804,0.000295,-0.000295,7.1385672,0.114,-0.114,12.075,-0.022,0.022,9.971,4,1,0,0,CONFIRMED
,,-0.022,0.021,0.23,-0.25,,0.00016,-0.00016,0.131,1.47,0.791,221.753,12.45,0.000827,-0.000827,4.16328,0.069,-0.069,12.656,-0.025,0.025,10.657,1,1,0,0,CONFIRMED
0.32513,4.8817,,,,,3380.0,,,,,0.342147,270.464,17.4331,0.001163,-0.001163,20.180269,0.2,-0.2,18.98,-0.033,0.033,13.901,0,1,0,1,FALSE POSITIVE
,,,,,,,7e-07,-7e-07,,,,264.78,11.7889,0.000253,-0.000253,4.15914806,0.046,-0.046,11.936,-0.026,0.026,10.192,4,1,0,0,CONFIRMED
,4.52,-0.03,0.03,0.38137999,-0.28803213,4895.0,0.000772,-0.000869,0.37,4.15834582,0.724128,157.811,12.2418,0.000509,-0.000509,41.552934,0.092,-0.092,12.577,-0.022,0.022,10.205,0,1,0,0,CANDIDATE
0.549,4.704,-0.00454992,0.00508521,0.057,-0.051,3844.0,4.4e-05,-4.2e-05,0.14113683,1.582,0.546,44.0727,11.4785,0.000959,-0.000959,24.646729,0.009,-0.009,12.168,-0.023,0.023,8.561,3,1,0,1,CONFIRMED
1.08,4.53627,,,,,5919.66,,,,,0.928134,348.572,12.4701,0.00025,-0.00025,10.673,0.057,-0.057,12.579,-0.02,0.02,11.096,0,1,0,0,CANDIDATE
0.98,4.667,-0.01900262,0.0207869,0.233,-0.213,4961.0,0.002014,-0.001981,0.24863991,2.787,0.763,362.567,13.9077,0.000288,-0.000288,17.768404,0.103,-0.103,14.254,-0.026,0.026,11.878,0,1,0,1,CANDIDATE
1.296,4.24,,,,,6566.0,3.7e-07,-3.7e-07,,,1.428,320.639,10.8245,0.00042,-0.00042,2.790825,0.03,-0.03,10.92,-0.016,0.016,9.83,1,1,0,0,CONFIRMED
,,-0.066,0.041,0.46,-0.74,,0.00017,-0.00018,0.209,2.34,0.589,265.008,15.712,0.00089,-0.00089,2.31803,0.206,-0.206,16.482,-0.026,0.026,12.52,0,1,0,1,CANDIDATE
1.18,3.98242,,,,,6168.93,,,,,1.83554,537.214,12.9184,0.000239,-0.000239,25.2077883,0.149,-0.149,13.478,-0.018,0.018,10.548,0,1,0,0,FALSE POSITIVE
0.83,4.4,-0.00535284,0.00535284,0.06,-0.06,4975.0,4.4e-05,-4.6e-05,0.23106432,2.59,0.787,154.961,11.804,0.000295,-0.000295,3.471745,0.114,-0.114,12.075,-0.022,0.022,9.971,4,1,0,1,CONFIRMED
,,,,,,5444.37,,,,,2.82645,2652.55,14.8914,0.000245,-0.000245,4.612166,0.126,-0.126,15.168,-0.024,0.024,13.161,0,1,0,1,FALSE POSITIVE
,,-0.36,0.36,4.0,-4.0,,0.000361,-0.000366,0.89,10.0,0.53,268.685,15.7336,0.000486,-0.000486,20.358748,0.2,-0.2,16.52,-0.024,0.024,12.555,1,2,0,0,CONFIRMED
1.158,4.2324,,,,,6128.0,,,,,1.3636,181.69,10.0512,0.000372,-0.000372,19.50735025,0.008,-0.008,10.154,-0.02,0.02,8.837,1,1,0,0,CONFIRMED
,,-0.34,0.051,0.57,-3.81,,4.8e-05,-4.2e-05,0.266,2.98,0.888,239.559,12.4017,0.000221,-0.000221,2.475573,0.08,-0.08,12.67,-0.021,0.021,10.648,0,1,0,1,CANDIDATE
0.9,4.54,-0.051,0.05,0.56045,-0.571659,5425.0,1.1e-05,-1.1e-05,1.039,11.646151,0.844,333.042,13.2056,0.000398,-0.000398,4.098503,0.092,-0.092,13.547,-0.02,0.02,11.088,1,1,0,1,CONFIRMED
,,-0.106,0.023,0.26,-1.19,,0.00069,-0.0006,0.12,1.3,0.18,100.558,16.2824,0.001066,-0.001066,6.83292,0.2,-0.2,17.33,-0.024,0.024,12.62,0,1,0,1,CANDIDATE
0.9,4.52,-0.02319569,0.0383621,0.43,-0.26,5568.0,,,0.20340833,2.28,0.86,355.54,13.148,0.000235,-0.000235,41.9,0.08,-0.08,13.268,-0.02,0.02,11.508,1,1,0,1,CANDIDATE
0.8,4.71,,,,,4950.0,2.1e-05,-2.1e-05,,,0.745,67.5062,10.4191,0.000343,-0.000343,24.36543,0.014,-0.014,10.883,-0.023,0.023,8.375,3,1,0,0,CONFIRMED
0.83,4.55,-0.00981356,0.01159784,0.13,-0.11,5171.0,0.000232,-0.000251,0.13203698,1.48,0.8,418.395,14.1864,0.000391,-0.000391,2.289363,0.114,-0.114,14.611,-0.023,0.023,12.186,2,1,0,1,CONFIRMED
,,-1.2,0.98,11.0,-13.0,,,,3.1,35.0,1.266,302.743,11.5585,0.000395,-0.000395,,0.03,-0.03,11.85,-0.021,0.021,10.12,0,1,0,1,CANDIDATE
1.222,4.4,-0.043,0.043,0.481987,-0.481987,6149.0,2.2e-06,-2.2e-06,1.235,13.843115,1.155,856.436,14.233,0.000411,-0.000411,4.1752387,0.149,-0.149,14.364,-0.026,0.026,12.809,1,1,0,0,CONFIRMED
1.62,4.004,-0.13257227,0.57837552,6.483,-1.486,6823.0,0.004183,-0.003707,0.25390355,2.846,1.753,273.744,10.9252,0.000451,-0.000451,19.984217,0.012,-0.012,10.899,-0.024,0.024,9.808,0,1,0,1,CANDIDATE
,,,,,,,,,,,,,15.8552,0.007547,-0.007547,0.55082,0.217,-0.217,16.18,-0.036,0.036,13.413,0,1,0,1,FALSE POSITIVE
0.93,4.06755,,,,,5374.42,,,,,1.47741,751.35,13.6656,0.006916,-0.006916,0.597258,0.149,-0.149,13.882,-0.02,0.02,12.119,0,1,0,1,FALSE POSITIVE
0.33,4.874,-0.00535285,0.02069769,0.232,-0.06,3623.0,0.000194,-0.000325,0.09599446,1.076,0.348,82.6603,15.0276,0.000667,-0.000667,2.231527,0.2,-0.2,16.12,-0.021,0.021,11.294,5,1,0,1,CONFIRMED
0.96,4.4581,,,,,5500.23,,,,,0.957455,463.88,13.4436,0.00017,-0.00017,9.844,0.069,-0.069,13.589,-0.025,0.025,11.87,1,1,0,0,CONFIRMED
,,-0.09,0.16,1.8,-1.0,,1.4e-05,-1.4e-05,1.05,11.8,0.693,143.651,13.0172,0.001035,-0.001035,3.799878,0.069,-0.069,13.398,-0.019,0.019,10.326,1,1,0,0,CONFIRMED
,,-0.397,0.043,0.48,-4.45,,7.9e-06,-8.7e-06,0.343,3.85,1.107,380.58,13.1728,0.000334,-0.000334,0.6962935,0.092,-0.092,13.472,-0.023,0.023,11.054,0,1,0,1,CANDIDATE
,,-0.038,0.038,0.43,-0.43,3742.0,0.00078,-0.00078,0.159,1.78,0.49,126.182,14.0514,0.00032,-0.00032,7.28161,0.08,-0.08,14.796,-0.019,0.019,10.9,0,1,0,0,CANDIDATE
0.997,4.50636,,,,,5627.0,,,,,0.923,247.637,11.9937,0.000273,-0.000273,8.35470947,0.034,-0.034,12.199,-0.024,0.024,10.479,1,1,0,0,CONFIRMED
,,,,,,5132.0,,,0.18824159,2.11,0.78,103.625,11.1235,0.002056,-0.002056,7.4448754,0.017,-0.017,11.115,-0.024,0.024,9.075,0,1,0,0,CANDIDATE
0.856,4.473,-0.0077,0.0092,0.10312262,-0.08630915,5288.0,0.00036,-0.00039,0.1373,1.53899305,0.889,211.265,12.0917,0.000344,-0.000344,3.27109,0.092,-0.092,12.337,-0.023,0.023,10.223,1,1,0,1,CONFIRMED
0.67,,-0.03300919,0.03300919,0.37,-0.37,4761.0,0.00095,-0.00095,0.19002587,2.13,0.64,334.967,14.3234,0.000359,-0.000359,7.62067,0.137,-0.137,14.668,-0.023,0.023,12.087,3,1,0,0,CONFIRMED
,4.136,,,,,6190.0,,,,,1.602,545.351,12.2699,0.000531,-0.000531,1.63013,0.16,-0.16,12.413,-0.02,0.02,10.919,0,1,0,1,CANDIDATE
0.945,4.595,-0.00406817,0.00401464,0.045,-0.0456,5414.0,0.0005,-0.0007,0.09925969,1.1126,0.814,279.752,12.765,0.000577,-0.000577,12.4292,0.057,-0.057,13.053,-0.026,0.026,11.057,0,1,0,1,FALSE POSITIVE
,4.545,,,,,5220.0,,,0.34,3.8,0.828,201.856,12.3271,0.000129,-0.000129,4.688625,0.046,-0.046,12.572,-0.018,0.018,10.381,2,1,0,0,CONFIRMED
1.1,4.24181,,,,,5980.95,,,,,1.31469,355.016,11.7253,0.000283,-0.000283,26.286249,0.023,-0.023,11.923,-0.022,0.022,10.295,0,1,0,1,FALSE POSITIVE
,,-0.02,0.03,0.3,-0.2,,0.000131,-0.000132,0.12,1.3,0.63,72.0444,12.3708,0.000252,-0.000252,2.219225,0.063,-0.063,13.105,-0.018,0.018,9.275,1,2,0,0,CONFIRMED
0.93,4.02323,,,,,5369.0,,,,,1.55474,1356.66,14.8672,0.000256,-0.000256,15.091257,0.229,-0.229,15.181,-0.028,0.028,13.071,0,1,0,1,FALSE POSITIVE
1.77,4.1513,,,,,7598.94,,,,,1.85084,1050.38,12.3374,0.000575,-0.000575,1.031746,0.126,-0.126,12.494,-0.023,0.023,11.517,0,1,0,1,FALSE POSITIVE
,,-0.031,0.016,0.18,-0.35,,0.0011,-0.001,0.239,2.68,0.816,218.685,12.6821,0.000171,-0.000171,14.8484,0.103,-0.103,13.006,-0.019,0.019,10.679,0,1,0,1,CANDIDATE
0.879,4.5962,,,,,5183.84,,,,,0.781501,110.567,10.9955,0.001421,-0.001421,17.043,0.015,-0.015,10.971,-0.021,0.021,9.228,3,1,0,0,CONFIRMED
0.650711,4.58372,-0.006,0.006,0.07,-0.07,3742.0,0.00048,-0.00049,0.081,0.91,0.682132,491.198,16.2473,0.001114,-0.001114,3.48928,0.0462,-0.0462,16.9951,-0.028,0.028,13.085,0,1,0,1,FALSE POSITIVE
0.659,4.7,,,,,4255.0,9.6e-06,-9.6e-06,,,0.651,29.661,9.83773,0.000411,-0.000411,3.6481145,0.03,-0.03,10.37,-0.024,0.024,7.193,3,1,0,0,CONFIRMED
1.095122,4.41,-0.02759655,0.04871025,0.54599318,-0.30932974,5744.0,0.000412,-0.000438,0.4689064,5.25597181,1.068173,170.562,10.9072,0.0003,-0.0003,20.885016,0.019,-0.019,11.275,-0.021,0.021,9.18,2,1,0,0,CONFIRMED
,,-0.021,0.022,0.25,-0.24,,0.00029,-0.00027,0.103,1.15,0.249,93.1458,15.3763,0.000678,-0.000678,3.65017,0.105,-0.105,16.416,-0.018,0.018,11.715,0,1,0,1,CANDIDATE
,,-0.06,0.02,0.2,-0.7,,0.0022,-0.0025,0.164,1.84,0.544,334.967,14.3234,0.000359,-0.000359,19.0702,0.137,-0.137,14.668,-0.023,0.023,12.087,3,1,0,0,CONFIRMED
0.659,4.7,-0.01070568,0.00981354,0.11,-0.12,4255.0,1.3e-05,-1.2e-05,0.15612454,1.75,0.651,29.661,9.83773,0.000411,-0.000411,1.208957,0.03,-0.03,10.37,-0.024,0.024,7.193,3,1,0,0,CONFIRMED
0.39,4.858,-0.0089214,0.0089214,0.1,-0.1,3570.0,3.6e-05,-3.1e-05,0.25872067,2.9,0.388,140.385,15.4618,0.00053,-0.00053,6.413651,0.183,-0.183,16.692,-0.018,0.018,11.975,1,1,0,1,CONFIRMED
0.8,,-0.0089214,0.0089214,0.1,-0.1,4819.0,0.000828,-0.000804,0.17842805,2.0,0.73,188.33,12.6619,0.00047,-0.00047,14.677286,0.114,-0.114,12.892,-0.019,0.019,10.536,1,1,0,0,CONFIRMED
,4.53,-0.0251691,0.0251691,0.28212,-0.28212,4870.0,4.3e-06,-4.3e-06,0.37324357,4.18368,0.8,197.234,12.5911,0.000428,-0.000428,3.4355113,0.046,-0.046,12.816,-0.016,0.016,10.547,1,1,0,0,CONFIRMED
,4.60155,-0.10399462,0.10399462,1.1656737,-1.1656737,4550.0,,,0.28285705,3.17053923,0.701485,107.518,11.9053,0.000403,-0.000403,,0.114,-0.114,12.358,-0.019,0.019,9.625,2,1,0,0,CONFIRMED
1.46,3.95889,,,,,6804.44,,,,,2.09781,1531.04,13.3519,0.007702,-0.007702,0.699705,0.103,-0.103,13.34,-0.02,0.02,12.27,0,1,0,1,FALSE POSITIVE
0.471,,-0.01605852,0.0178428,0.2,-0.18,3580.0,0.000303,-0.000306,0.24712285,2.77,0.473,185.605,15.6625,0.000588,-0.000588,19.66365,0.0462,-0.0462,16.701,-0.02,0.02,12.183,2,1,0,0,CONFIRMED
0.606,4.7,-0.00347935,0.00294406,0.033,-0.039,4255.0,,,0.14015523,1.571,0.5994,29.661,9.83773,0.000411,-0.000411,1.209,0.03,-0.03,10.37,-0.024,0.024,7.193,3,1,0,0,CONFIRMED
0.612,4.63,-0.00463914,0.00463914,0.052,-0.052,3832.0,0.000328,-0.000305,0.08974946,1.006,0.627,84.41801,12.5931,0.001516,-0.001516,5.164157,0.03,-0.03,12.748,-0.018,0.018,9.124,0,1,0,1,CANDIDATE
0.823,4.56,-0.0081,0.0099,0.11096891,-0.09079274,5128.0,1.7e-06,-1.7e-06,0.242,2.71257333,0.789,154.83,11.7202,0.000589,-0.000589,4.7369696,0.069,-0.069,11.833,-0.023,0.023,9.913,1,1,0,1,CONFIRMED
,,-0.024,0.0098,0.11,-0.27,,0.00084,-0.00091,0.079,0.88,0.371,124.458,13.0599,0.00078,-0.00078,9.75833,0.103,-0.103,13.627,-0.025,0.025,10.292,3,2,0,0,CONFIRMED
,,-2.2,1.1,12.0,-25.0,,2.2e-06,-2.2e-06,4.1,46.0,1.687,601.274,13.154,0.000656,-0.000656,1.9363475,0.092,-0.092,13.396,-0.025,0.025,11.354,0,1,0,1,CANDIDATE
1.15,4.00394,,,,,6119.69,,,,,1.76772,641.363,12.2771,0.000139,-0.000139,9.48658,0.092,-0.092,12.455,-0.019,0.019,11.034,0,1,0,1,FALSE POSITIVE
,3.928,,,,,6490.0,,,1.63,18.3,2.253,330.387,,,,3.607981,0.126,-0.126,12.857,-0.028,0.028,11.091,0,1,0,1,CANDIDATE
,4.5,-0.02,0.03,0.3909389,-0.22541499,5586.0,0.001315,-0.001155,0.3,3.33165021,0.921539,433.512,13.3578,0.000926,-0.000926,6.479656,0.092,-0.092,13.492,-0.02,0.02,11.826,0,1,0,0,CANDIDATE
,,-0.033,0.017,0.19,-0.37,,0.003,-0.003,0.23,2.6,0.7556,352.373,13.8002,0.000326,-0.000326,31.4782,0.103,-0.103,14.347,-0.024,0.024,11.855,0,1,0,1,CANDIDATE
0.809,4.47902,,,,,4927.0,,,,,0.858018,179.943,12.2573,0.00015,-0.00015,6.43032491,0.046,-0.046,12.573,-0.021,0.021,10.142,3,1,0,0,CONFIRMED
1.317,4.157,-0.044,0.044,0.493196,-0.493196,6202.0,1.4e-05,-1.4e-05,1.051,11.780659,1.586,372.632,11.2549,0.00143,-0.00143,6.180235,0.02,-0.02,11.237,-0.018,0.018,9.893,1,2,0,1,CONFIRMED
0.63,4.69,-0.00446071,0.00892142,0.1,-0.05,4009.0,2e-06,-2e-06,0.10348845,1.16,0.59,72.0444,12.3708,0.000252,-0.000252,2.2193023,0.063,-0.063,13.105,-0.018,0.018,9.275,1,2,0,1,CONFIRMED
,,,,,,4989.0,,,0.36845392,4.13,0.76,427.205,12.4043,0.000175,-0.000175,15.465691,0.046,-0.046,12.663,-0.025,0.025,10.49,0,1,0,0,CANDIDATE
1.3,3.7925,,,,,6435.2,,,,,2.39747,1133.61,12.6528,0.000193,-0.000193,12.427163,0.069,-0.069,12.759,-0.018,0.018,11.531,0,1,0,1,FALSE POSITIVE
,,,,,,4256.0,0.00017,-0.00017,,,0.72,500.636,15.6265,0.000737,-0.000737,3.98547,0.355,-0.355,16.081,-0.03,0.03,12.936,0,1,0,1,CANDIDATE
,4.46318,-0.20164242,0.20164242,2.260206,-2.260206,5673.0,3.58124e-05,-3.58124e-05,0.20431433,2.29015537,0.975383,113.123,10.1214,0.000803,-0.000803,6.326680037,0.008,-0.008,10.364,-0.024,0.024,8.687,1,1,0,0,CONFIRMED
,,-0.3,0.3,3.4,-3.4,,0.00028,-0.00028,1.55,17.4,,1574.05,14.5946,0.000367,-0.000367,24.38724,0.217,-0.217,14.789,-0.041,0.041,13.277,0,1,0,0,FALSE POSITIVE
,,,,,,6364.0,0.00021,-0.00021,,,1.269,109.353,8.88841,0.000251,-0.000251,9.55287,0.003,-0.003,8.951,-0.02,0.02,7.853,2,1,0,0,CONFIRMED
1.13,4.53582,,,,,6055.0,,,,,0.94987,320.07,12.2038,0.000255,-0.000255,23.24110566,0.044,-0.044,12.488,-0.021,0.021,10.857,2,1,0,0,CONFIRMED
,4.438,,,,,5780.0,2.90855e-05,-2.90855e-05,,,,1314.53,14.8949,0.001145,-0.001145,3.386317136,0.023,-0.023,15.072,-0.028,0.028,13.206,1,1,0,0,CONFIRMED
0.95109,4.55,-0.01231742,0.0182125,0.20414388,-0.13806599,5525.0,0.000363,-0.000358,0.31741546,3.55790985,0.887267,214.753,12.1562,0.00056,-0.00056,8.747818,0.046,-0.046,12.382,-0.017,0.017,10.292,1,1,0,1,CONFIRMED
