st_mass,st_logg,pl_radjerr2,pl_radjerr1,pl_radeerr1,pl_radeerr2,st_teff,pl_orbpererr1,pl_orbpererr2,pl_radj,pl_rade,st_rad,sy_dist,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_orbper,sy_vmagerr1,sy_vmagerr2,sy_vmag,sy_kmagerr2,sy_kmagerr1,sy_kmag,sy_pnum,sy_snum,pl_controv_flag,default_flag,disposition
,,,,,,3260.0,,,0.17664377,1.98,0.23,1038.41,15.2553,0.000376,-0.000376,3.5353975,0.03,-0.03,15.93,-0.019,0.019,11.853,1,1,0,0,CONFIRMED
0.821,4.49,-0.03702388,0.08198783,0.919,-0.415,5406.0,0.001213,-0.00118,0.30350663,3.402,0.854,376.519,13.6787,0.00036,-0.00036,16.715029,0.183,-0.183,13.765,-0.035,0.035,11.624,0,1,0,1,CANDIDATE
,,,,,,4975.0,0.00088,-0.0009,,,0.79,712.62,15.2452,0.000528,-0.000528,11.82469,0.149,-0.149,15.528,-0.029,0.029,13.244,0,1,0,1,CANDIDATE
0.1635,5.066,-0.00045499,0.00454992,0.051,-0.0051,3173.0,2.7e-06,-2.7e-06,0.09055239,1.015,0.1965,21.8182,13.7957,0.000374,-0.000374,4.0179694,0.027,-0.027,15.33,-0.023,0.023,9.899,1,1,0,1,CONFIRMED
0.56,,-0.03300919,0.03033277,0.34,-0.37,3540.0,3.5e-05,-3.1e-05,0.44963868,5.04,1.05,139.268,14.157,0.0009,-0.0009,5.424865,0.126,-0.126,15.838,-0.019,0.019,10.026,1,1,0,1,CONFIRMED
,,-0.03,0.04,0.4,-0.3,,0.000486,-0.000476,0.18,2.0,0.66,102.953,12.4013,0.000397,-0.000397,7.385453,0.069,-0.069,12.759,-0.021,0.021,9.712,1,1,0,0,CONFIRMED
0.89,4.62123,-0.02,0.022,0.25,-0.2,5212.0,0.00447,-0.00441,0.21,2.35,0.764037,293.107,13.1528,0.000625,-0.000625,18.69646,0.092,-0.092,13.471,-0.019,0.019,11.347,0,1,0,1,CANDIDATE
,,-0.946,0.74,8.3,-10.6,,,,3.0,30.0,0.707,333.46,13.9651,0.000401,-0.000401,,0.149,-0.149,14.258,-0.023,0.023,11.604,0,1,0,1,CANDIDATE
,,-0.02,0.02,0.22,-0.22,,0.00027,-0.00027,0.127,1.42,,146.905,11.8935,0.000266,-0.000266,2.29016,0.114,-0.114,12.178,-0.018,0.018,9.89,0,1,0,1,FALSE POSITIVE
,4.30502,-0.01227605,0.01227605,0.137602,-0.137602,6352.33,2.91e-05,-2.91e-05,0.2179654,2.44317,1.31,106.289,8.80998,0.000389,-0.000389,15.5718552,0.03,-0.03,8.93,-0.031,0.031,7.722,6,1,0,0,CONFIRMED
,4.58473,-0.04952002,0.04952002,0.555069,-0.555069,5742.0,7.3e-06,-7.3e-06,0.93127112,10.4386,0.86,413.591,13.2,0.000252,-0.000252,20.2730282,0.114,-0.114,13.444,-0.018,0.018,11.724,1,1,0,0,CONFIRMED
,,,,,,6045.0,,,5.8256758,65.3,1.16,304.179,10.5671,0.000612,-0.000612,2.8445331,0.009,-0.009,10.605,-0.019,0.019,9.332,0,1,0,1,CANDIDATE
,,-0.04,0.04,0.5,-0.5,,0.000203,-0.000208,0.11,1.2,0.55,,12.3706,0.000444,-0.000444,4.28475,0.057,-0.057,12.898,-0.021,0.021,9.7,0,1,0,0,CANDIDATE
,,-0.16,0.25,2.8,-1.8,,0.002037,-0.002013,1.03,11.5,4.79,878.43,12.3059,0.00022,-0.00022,8.406951,0.092,-0.092,12.486,-0.021,0.021,10.035,1,1,0,0,CONFIRMED
1.198,4.178,-0.01543405,0.01659384,0.186,-0.173,6262.0,0.001008,-0.001205,0.23142158,2.594,1.476,539.168,12.5434,0.000241,-0.000241,5.049068,0.114,-0.114,12.806,-0.024,0.024,11.039,0,1,0,0,CANDIDATE
,,,,,,5324.24,,,,,1.00567,260.903,13.6704,0.000565,-0.000565,1.14907861,0.137,-0.137,14.204,-0.021,0.021,11.191,0,1,0,1,FALSE POSITIVE
,4.03,-6.2,6.2,69.0,-69.0,7498.0,0.0043,-0.0043,8.7,98.0,2.09,401.292,10.4274,0.000617,-0.000617,23.7782,0.009,-0.009,10.411,-0.018,0.018,9.856,0,1,0,1,FALSE POSITIVE
0.71,,-0.0178428,0.0178428,0.2,-0.2,4320.0,0.00152,-0.00152,0.19894727,2.23,0.66,125.106,13.0023,0.000817,-0.000817,17.96753,0.103,-0.103,13.411,-0.021,0.021,10.308,1,1,0,1,CONFIRMED
,,-1.2,0.9,10.0,-14.0,,2.5e-05,-2.4e-05,10.5,118.0,24.8,2163.13,10.8306,0.000431,-0.000431,2.653275,0.062,-0.062,11.076,-0.018,0.018,8.229,0,1,0,1,CANDIDATE
,,-0.025,0.021,0.24,-0.28,,0.0017,-0.0016,0.151,1.69,0.824,249.742,12.2809,0.000235,-0.000235,14.3181,0.08,-0.08,12.5,-0.019,0.019,10.661,2,1,0,0,CONFIRMED
1.42,4.18091,,,,,6707.0,,,,,1.60222,2967.26,15.4373,0.003571,-0.003571,2.724469,0.16,-0.16,15.639,-0.058,0.058,14.182,0,1,0,1,FALSE POSITIVE
0.88,4.48,-0.00535285,0.01159784,0.13,-0.06,5246.0,5.9e-05,-5.9e-05,0.4228752,4.74,0.876,249.645,12.4528,0.000306,-0.000306,6.771347,0.16,-0.16,12.689,-0.024,0.024,10.704,1,3,0,1,CONFIRMED
0.97,4.47265,,,,,5508.0,,,,,0.946449,465.051,13.4356,0.000277,-0.000277,9.73605539,0.057,-0.057,13.628,-0.021,0.021,11.818,0,1,0,1,CANDIDATE
,,-0.04,0.026,0.29,-0.4,,0.0013,-0.0012,0.236,2.65,0.778,157.917,11.8299,0.000959,-0.000959,20.3997,0.057,-0.057,11.984,-0.019,0.019,10.019,0,1,0,1,CANDIDATE
0.593,4.669,-0.0088322,0.00865378,0.097,-0.099,3929.0,0.000729,-0.000777,0.19752019,2.214,0.59,228.973,14.6817,0.000323,-0.000323,10.90364,0.126,-0.126,15.267,-0.021,0.021,11.832,0,1,0,1,CANDIDATE
0.62,,-0.01516641,0.01516641,0.17,-0.17,3835.0,3.9e-05,-3.9e-05,0.15077196,1.69,0.6,44.0727,11.4785,0.000959,-0.000959,24.646582,0.009,-0.009,12.168,-0.023,0.023,8.561,3,1,0,0,CONFIRMED
,,-0.61,0.61,6.8,-6.8,,0.000175,-0.000176,1.52,17.0,0.9,908.519,14.2398,0.000338,-0.000338,16.692356,0.092,-0.092,14.459,-0.029,0.029,12.66,0,1,0,1,CANDIDATE
1.637,4.161,-0.073,0.058,0.65012088,-0.81825559,6860.0,6.6e-07,-6.6e-07,1.643,18.41635529,1.755,663.834,12.4667,0.000241,-0.000241,2.62669762,0.103,-0.103,12.624,-0.021,0.021,11.093,1,1,0,1,CONFIRMED
,,-0.03,0.02,0.2,-0.3,,0.0028,-0.003,0.213,2.39,0.785,200.802,12.377,0.000158,-0.000158,28.8819,0.092,-0.092,12.694,-0.017,0.017,10.313,3,1,0,0,CONFIRMED
1.018617,4.45,-0.01453135,0.02351523,0.26358217,-0.1628819,5784.0,0.003288,-0.004316,0.28299383,3.17207779,0.98083,330.739,12.1713,0.000177,-0.000177,41.474219,0.114,-0.114,12.413,-0.021,0.021,10.774,1,1,0,1,CONFIRMED
0.832,4.481,-0.02,0.032,0.358688,-0.22418,5027.0,0.00018,-0.00017,0.942,10.558878,0.828,475.758,14.2751,0.000301,-0.000301,11.39109,0.217,-0.217,14.55,-0.029,0.029,12.304,1,1,0,0,CONFIRMED
1.11,4.03,-0.02141137,0.03033277,0.34,-0.24,5887.0,0.00081,-0.00081,0.22214292,2.49,1.67,513.877,11.9961,0.000242,-0.000242,5.06963,0.026,-0.026,11.71,-0.021,0.021,10.609,1,1,0,1,CONFIRMED
0.832,4.45795,,,,,5012.0,,,,,0.891502,287.188,12.9948,0.000572,-0.000572,2.85794855,0.126,-0.126,13.329,-0.023,0.023,11.077,1,1,0,0,CONFIRMED
0.88,4.51,-0.01784284,0.01784284,0.2,-0.2,5322.0,0.0008,-0.0008,0.36577813,4.1,0.82,289.827,12.8153,0.000455,-0.000455,11.8993,0.092,-0.092,13.024,-0.026,0.026,11.161,3,1,0,0,CONFIRMED
0.75,4.50612,,,,,4695.41,,,,,0.800765,188.33,12.6619,0.00047,-0.00047,14.66146147,0.114,-0.114,12.892,-0.019,0.019,10.536,1,1,0,0,CONFIRMED
1.01,,-0.01248998,0.01873498,0.21,-0.14,6011.0,0.0,0.0,0.20519261,2.3,1.494,80.8994,8.103581,0.000392,-0.000392,9.97748,0.03,-0.03,8.24,-0.034,0.034,6.887,1,1,0,0,CONFIRMED
0.92,4.45,-0.0089214,0.01159782,0.13,-0.1,5503.0,0.00191,-0.00233,0.11419395,1.28,0.95,197.299,11.6134,0.000546,-0.000546,5.90279,0.024,-0.024,11.774,-0.021,0.021,9.974,2,1,0,1,CONFIRMED
,,,,,,2601.0,,,0.3702382,4.15,0.11,,19.1861,0.014033,-0.014033,19.441899,,,,-0.083,0.083,14.22,0,1,0,0,FALSE POSITIVE
,,,,,,6364.0,0.00012,-0.00012,,,1.269,109.353,8.88841,0.000251,-0.000251,21.05652,0.003,-0.003,8.951,-0.02,0.02,7.853,2,1,0,0,CONFIRMED
,,,,,,,6e-06,-6e-06,1.13,12.7,0.865,514.449,14.1754,0.00026,-0.00026,3.476633,0.08,-0.08,14.334,-0.025,0.025,12.351,0,1,0,0,CANDIDATE
,,,,,,5749.0,,,0.17129093,1.92,0.98,392.872,12.4959,0.000222,-0.000222,12.400731,0.114,-0.114,12.668,-0.021,0.021,11.075,2,1,0,0,CONFIRMED
0.85,4.51,-0.00383621,0.00704792,0.079,-0.043,5442.0,0.00011,-0.00011,0.12516749,1.403,0.879,242.113,12.2538,0.000208,-0.000208,2.58812,0.033,-0.033,12.398,-0.021,0.021,10.589,2,1,0,1,CONFIRMED
,,-1.5,1.2,13.0,-17.0,,,,3.9,44.0,1.6,1065.45,14.734,0.000285,-0.000285,,0.126,-0.126,15.066,-0.023,0.023,12.566,0,1,0,1,CANDIDATE
1.263,4.339,-0.045,0.049,0.54924005,-0.50440413,6360.0,8.6e-07,-8.5e-07,1.445,16.19697711,1.261,314.995,11.4668,0.000949,-0.000949,2.18053539,0.034,-0.034,11.602,-0.023,0.023,10.217,1,1,0,0,CONFIRMED
,,-0.017,0.015,0.17,-0.19,,0.00074,-0.00074,0.186,2.08,0.64,311.313,13.9395,0.00033,-0.00033,11.29665,0.114,-0.114,14.266,-0.023,0.023,11.838,2,1,0,0,CONFIRMED
,,,,,,4620.0,,,0.21322152,2.39,0.71,334.967,14.3234,0.000359,-0.000359,7.6196574,0.137,-0.137,14.668,-0.023,0.023,12.087,3,1,0,0,CONFIRMED
1.114596,4.26,-0.02752948,0.04141936,0.46426961,-0.30857793,5733.0,0.002113,-0.00167,0.23739812,2.66099554,1.209303,357.778,11.5203,0.000543,-0.000543,15.871455,0.022,-0.022,11.836,-0.023,0.023,9.954001,1,1,0,0,CONFIRMED
,,,,,,4932.0,,,0.30689624,3.44,0.75,792.41,11.2468,0.0011,-0.0011,36.762337,0.037,-0.037,11.496,-0.021,0.021,9.270001,0,1,0,0,CANDIDATE
0.657836,,-0.01427424,0.01605852,0.18,-0.16,4118.41,0.001376,-0.001422,0.18110447,2.03,0.626014,125.106,13.0023,0.000817,-0.000817,17.969029,0.103,-0.103,13.411,-0.021,0.021,10.308,1,1,0,0,CONFIRMED
,,,,,,4581.0,,,0.6539388,7.33,0.7,680.973,14.4841,0.000954,-0.000954,4.1376047,0.069,-0.069,14.751,-0.02,0.02,12.208,0,1,0,0,CANDIDATE
0.4951,,-0.00776162,0.00776162,0.087,-0.087,3457.0,1e-05,-1e-05,0.2328486,2.61,0.4445,38.0266,12.4154,0.000502,-0.000502,32.940045,0.042,-0.042,13.477,-0.019,0.019,8.899,2,1,0,0,CONFIRMED
1.162,4.20966,,,,,6135.47,,,,,1.4022,348.646,11.4357,0.00091,-0.00091,2.99529334,0.017,-0.017,11.447,-0.017,0.017,10.193,1,1,0,0,CONFIRMED
0.89,4.52,-0.02765635,0.02765635,0.31,-0.31,5230.0,0.00039,-0.00044,0.37559104,4.21,0.88,289.827,12.8153,0.000455,-0.000455,11.90701,0.092,-0.092,13.024,-0.026,0.026,11.161,3,1,0,0,CONFIRMED
1.06,3.99,-0.00892142,0.01427427,0.16,-0.1,5865.0,0.00053,-0.00053,0.24533899,2.75,1.79,513.877,11.9961,0.000242,-0.000242,5.06939,0.026,-0.026,11.71,-0.021,0.021,10.609,1,1,0,0,CONFIRMED
0.606,,-0.00231957,0.00214114,0.024,-0.026,4305.0,6.3e-05,-6.3e-05,0.11071479,1.241,0.602,29.661,9.83773,0.000411,-0.000411,3.648096,0.03,-0.03,10.37,-0.024,0.024,7.193,3,1,0,0,CONFIRMED
1.03,4.45651,,,,,5750.93,,,,,0.993569,315.014,12.3238,0.000254,-0.000254,15.854,0.046,-0.046,12.524,-0.023,0.023,10.876,2,1,0,0,CONFIRMED
0.523,4.753,-0.00802928,0.00981356,0.11,-0.09,3949.0,0.002,-0.002,0.08832204,0.99,0.503,155.764,14.5153,0.000373,-0.000373,1.827,0.08,-0.08,15.252,-0.023,0.023,11.427,0,1,0,1,CANDIDATE
1.2,4.28185,,,,,6212.0,,,,,1.31129,629.51,12.8383,0.000366,-0.000366,39.699,0.08,-0.08,12.998,-0.021,0.021,11.57,1,1,0,0,CONFIRMED
,,-0.0955,0.034,0.38,-1.07,,0.00095,-0.00107,0.266,2.98,0.643,441.434,15.5285,0.000595,-0.000595,7.51114,1.133,-1.133,16.098,-0.032,0.032,12.854,0,1,0,1,CANDIDATE
,,-0.12,0.12,1.3,-1.4,,0.00064,-0.00067,0.29,3.3,1.76,178.226,10.7048,0.000733,-0.000733,18.5159,0.013,-0.013,10.973,-0.021,0.021,9.307,0,1,0,1,CANDIDATE
,,-1.2,0.98,11.0,-13.0,,7e-05,-6.9e-05,3.8,43.0,2.188,501.182,11.0569,0.00096,-0.00096,19.640151,0.011,-0.011,11.274,-0.023,0.023,9.975,0,1,0,1,CANDIDATE
0.934,4.5,-0.00642342,0.00847535,0.095,-0.072,5520.0,6.6e-05,-6.8e-05,0.14176133,1.589,0.934,90.0562,9.86639,0.00071,-0.00071,2.225177,0.005,-0.005,10.014,-0.02,0.02,8.353,1,1,0,0,CONFIRMED
0.84,4.53,-0.00535285,0.01338213,0.15,-0.06,5352.0,0.00018,-0.00018,0.21500617,2.41,0.809,179.943,12.2573,0.00015,-0.00015,6.42966,0.046,-0.046,12.573,-0.021,0.021,10.142,3,1,0,1,CONFIRMED
1.0,4.118,,,,,6060.0,1e-06,-1e-06,,,1.444,944.603,13.8333,0.000255,-0.000255,3.6191546,0.103,-0.103,14.06,-0.025,0.025,12.243,1,1,0,0,CONFIRMED
0.95,3.92312,,,,,5459.0,,,,,1.76335,888.636,13.5606,0.003691,-0.003691,0.793048,0.08,-0.08,13.723,-0.021,0.021,11.814,0,1,0,1,FALSE POSITIVE
0.457,4.822,-0.01873495,0.02408779,0.27,-0.21,3499.0,0.00084,-0.00084,0.17842805,2.0,0.436,102.483,14.815,0.000543,-0.000543,10.59357,0.286,-0.286,15.784,-0.023,0.023,11.249,1,1,0,1,CONFIRMED
0.787,4.712,-0.23900478,0.32723761,3.668,-2.679,5089.0,0.00155,-0.001455,1.54563563,17.325,0.678,,20.2478,0.01423,-0.01423,9.321691,0.0545,-0.0545,20.5561,,,,0,1,0,1,CANDIDATE
1.06195,4.41,-0.01615754,0.02932797,0.32873717,-0.18110983,5839.0,0.0006,-0.000627,0.28074366,3.14685573,1.038427,256.011,11.8031,0.000328,-0.000328,10.993948,0.034,-0.034,12.152,-0.018,0.018,9.907,1,1,0,0,CONFIRMED
,,-0.026,0.015,0.17,-0.29,,0.00013,-0.00012,0.16,1.8,1.083,361.896,13.1688,0.000596,-0.000596,2.17469,0.137,-0.137,13.529,-0.021,0.021,11.215,0,1,0,1,CANDIDATE
,,,,,,4620.0,,,0.23017218,2.58,0.71,334.967,14.3234,0.000359,-0.000359,19.07454,0.137,-0.137,14.668,-0.023,0.023,12.087,3,1,0,0,CONFIRMED
,,,,,,5107.0,,,0.14452672,1.62,0.78,186.844,11.8635,0.000564,-0.000564,3.5990666,0.041,-0.041,12.313,-0.019,0.019,10.25,0,1,0,0,CANDIDATE
0.805,2.32,-0.85913253,0.87358523,9.792,-9.63,4999.0,0.003715,-0.004339,4.24240181,47.553,10.265,5827.15,14.2747,0.000395,-0.000395,12.634794,0.137,-0.137,14.519,-0.027,0.027,12.294,0,1,0,1,CANDIDATE
,,-0.051,0.051,0.57,-0.57,5989.0,0.00079,-0.00079,0.193,2.16,1.09,476.703,12.0238,0.000293,-0.000293,5.65706,0.069,-0.069,12.27,-0.024,0.024,10.693,1,1,0,0,CONFIRMED
,,-0.026,0.021,0.23,-0.29,,0.0044,-0.007,0.19,2.1,0.64,311.313,13.9395,0.00033,-0.00033,20.6915,0.114,-0.114,14.266,-0.023,0.023,11.838,2,1,0,0,CONFIRMED
0.831,4.57756,,,,,5008.0,,,,,0.776343,418.395,14.1864,0.000391,-0.000391,5.213,0.114,-0.114,14.611,-0.023,0.023,12.186,2,1,0,0,CONFIRMED
,,-0.048,0.04,0.45,-0.54,,0.0015,-0.0015,0.197,2.21,0.648,148.954,12.6611,0.0003,-0.0003,19.8606,0.069,-0.069,12.978,-0.017,0.017,10.272,0,1,0,1,CANDIDATE
,,-2.0,1.4,16.0,-22.0,,9.8e-06,-9.8e-06,6.0,70.0,1.82,679.951,13.3953,0.002115,-0.002115,1.4095126,0.103,-0.103,13.766,-0.023,0.023,11.361,0,1,0,1,CANDIDATE
0.742115,4.67,-0.00770029,0.00906437,0.10160254,-0.08631254,4764.0,0.000128,-0.000136,0.12350284,1.38434336,0.699017,129.46,12.6527,0.000446,-0.000446,2.698368,0.092,-0.092,13.028,-0.024,0.024,10.324,1,1,0,0,CONFIRMED
1.011,4.685,-0.01855655,0.02007319,0.225,-0.208,4878.0,0.002311,-0.002147,0.2258903,2.532,0.756,534.301,14.8121,0.000426,-0.000426,16.607299,0.092,-0.092,15.047,-0.033,0.033,12.754,0,1,0,1,CANDIDATE
1.01,3.98668,,,,,5690.0,,,,,1.68987,1138.25,14.0925,0.000369,-0.000369,34.144,0.172,-0.172,14.511,-0.033,0.033,12.467,0,1,0,0,CANDIDATE
1.072665,4.24,-0.02069587,0.02712113,0.30400073,-0.23197996,5922.0,0.001985,-0.001996,0.16265759,1.82322896,1.196219,476.882,11.9456,0.000236,-0.000236,8.527219,0.046,-0.046,12.081,-0.022,0.022,10.637,2,1,0,0,CONFIRMED
,,-0.21,0.21,2.3,-2.3,,1.6e-05,-1.7e-05,0.51,5.7,0.78,285.382,13.0523,0.000363,-0.000363,2.581467,0.137,-0.137,13.337,-0.035,0.035,11.114,0,1,0,1,CANDIDATE
,,,,,,,1e-06,-1e-06,,,,376.658,10.9196,0.000377,-0.000377,4.0460496,0.013,-0.013,11.009,-0.021,0.021,9.788,1,1,0,0,CONFIRMED
,,-0.02,0.013,0.15,-0.22,,4.8e-05,-5e-05,0.255,2.86,0.822,154.83,11.7202,0.000589,-0.000589,4.736893,0.069,-0.069,11.833,-0.023,0.023,9.913,1,1,0,0,CONFIRMED
,4.494,-0.18,0.18,2.0,-2.0,5554.0,0.00093,-0.00093,1.93,21.6,0.93,241.84,11.6142,0.000283,-0.000283,17.81188,0.046,-0.046,11.815,-0.019,0.019,9.933,0,1,0,0,CANDIDATE
0.83,4.4,-0.0044607,0.0044607,0.05,-0.05,4975.0,0.00065,-0.00061,0.17396735,1.95,0.787,154.961,11.804,0.000295,-0.000295,14.76289,0.114,-0.114,12.075,-0.022,0.022,9.971,4,1,0,1,CONFIRMED
,,-0.034,0.03,0.34,-0.38,,0.0002,-0.0002,0.229,2.57,0.648,109.218,12.55,0.000274,-0.000274,9.79546,0.103,-0.103,12.977,-0.023,0.023,9.856,1,1,0,0,CONFIRMED
0.645,4.5655,,,,,4118.0,,,,,0.693527,333.063,15.1145,0.000652,-0.000652,22.446,1.133,-1.133,15.724,-0.026,0.026,12.34,0,1,0,1,CANDIDATE
0.776634,4.71,-0.01060759,0.0149981,0.16811374,-0.11890044,4885.0,0.001401,-0.001392,0.13259925,1.48630496,0.725626,124.433,11.9662,0.000233,-0.000233,9.457747,0.092,-0.092,12.278,-0.024,0.024,9.898,1,1,0,0,CONFIRMED
0.67,,-0.03657775,0.03657775,0.41,-0.41,4761.0,0.0049,-0.0049,0.19091801,2.14,0.64,334.967,14.3234,0.000359,-0.000359,19.07536,0.137,-0.137,14.668,-0.023,0.023,12.087,3,1,0,0,CONFIRMED
0.089,,-0.00285485,0.00276563,0.031,-0.032,,,,0.10000892,1.121,,,15.6451,0.001448,-0.001448,,0.2,-0.2,17.02,-0.023,0.023,10.296,7,1,0,0,CONFIRMED
,,-0.4,0.15,1.7,-4.5,,1.7e-06,-1.7e-06,1.06,11.9,0.944,829.86,16.6912,0.001294,-0.001294,0.3176828,1.133,-1.133,16.822,-0.055,0.055,13.814,0,1,0,1,CANDIDATE
,4.23,-0.02281795,0.02281795,0.255766,-0.255766,6128.0,7.9e-06,-7.9e-06,0.49129266,5.50689,1.36,181.69,10.0512,0.000372,-0.000372,19.4921473,0.008,-0.008,10.154,-0.02,0.02,8.837,1,1,0,0,CONFIRMED
,,-0.054,0.028,0.31,-0.61,,0.00042,-0.00047,0.203,2.27,0.69,182.207,12.8995,0.000709,-0.000709,8.7783,0.149,-0.149,13.265,-0.025,0.025,10.514,1,1,0,0,CONFIRMED
,,,,,,3648.0,,,0.95459006,10.7,0.47,233.887,13.5906,0.000729,-0.000729,16.63237,0.229,-0.229,14.545,-0.021,0.021,10.12,0,1,0,0,CANDIDATE
0.276,4.617,-0.00981356,0.00981356,0.11,-0.11,4408.0,0.002,-0.002,0.08653775,0.97,0.427,157.001,14.838,0.000576,-0.000576,3.35,0.2,-0.2,16.19,-0.021,0.021,11.571,0,1,0,1,CANDIDATE
,4.65,-0.02,0.27,3.05014145,-0.26254428,5277.0,0.000297,-0.000301,0.2,2.2805044,0.825169,103.625,11.1235,0.002056,-0.002056,7.445026,0.017,-0.017,11.115,-0.024,0.024,9.075,0,1,0,1,CANDIDATE
1.478,4.625,-0.00829692,0.00901063,0.101,-0.093,5140.0,0.000513,-0.000887,0.11437258,1.282,0.976,179.392,11.6832,0.000244,-0.000244,3.128977,0.032,-0.032,11.792,-0.024,0.024,9.754,0,1,0,1,CANDIDATE
0.666,4.61109,,,,,4259.0,,,,,0.668695,102.953,12.4013,0.000397,-0.000397,7.38795716,0.069,-0.069,12.759,-0.021,0.021,9.712,1,1,0,0,CONFIRMED
,,-0.211,0.047,0.53,-2.36,,0.0031,-0.0026,0.243,2.72,0.586,208.673,15.3919,0.000726,-0.000726,12.4404,0.2,-0.2,16.06,-0.027,0.027,12.115,0,1,0,1,CANDIDATE
0.92,4.19884,,,,,5330.07,,,,,1.2633,296.218,11.9842,0.000217,-0.000217,13.919301,0.069,-0.069,12.169,-0.02,0.02,10.157,0,1,0,1,FALSE POSITIVE
,,-0.044,0.021,0.24,-0.49,,0.00088,-0.00105,0.18,2.02,0.532,202.943,14.339,0.000499,-0.000499,10.93459,0.275,-0.275,14.974,-0.023,0.023,11.595,2,1,0,0,CONFIRMED
0.96,3.61358,,,,,5500.0,,,,,2.5315,759.054,12.423,0.000248,-0.000248,13.843,0.069,-0.069,12.704,-0.019,0.019,10.647,0,1,0,0,CANDIDATE
,,,,,,6634.0,,,0.42287448,4.74,1.77,269.183,11.7146,0.000289,-0.000289,7.4956613,0.034,-0.034,11.345,-0.021,0.021,10.322,2,1,0,0,CONFIRMED
,,-0.038,0.015,0.17,-0.43,,0.0035,-0.0018,0.168,1.88,0.705,280.867,13.4257,0.000273,-0.000273,6.7826,0.08,-0.08,13.617,-0.024,0.024,11.442,0,1,0,1,CANDIDATE
0.51,,-0.01159782,0.01159782,0.13,-0.13,3655.0,0.0008,-0.0003,0.18021233,2.02,0.47,75.1703,13.3245,0.000311,-0.000311,11.0234,0.014,-0.014,14.073,-0.018,0.018,10.279,4,1,0,0,CONFIRMED
,,-0.0217,0.0088,0.099,-0.243,,0.00058,-0.00056,0.111,1.244,0.857,182.983,11.5907,0.000243,-0.000243,7.12471,0.025,-0.025,11.491,-0.024,0.024,9.994,1,1,0,0,CONFIRMED
,,-0.024,0.012,0.14,-0.27,,0.00031,-0.00031,0.244,2.74,1.012,428.785,12.9931,0.000387,-0.000387,7.47331,0.092,-0.092,13.241,-0.024,0.024,11.525,1,1,0,0,CONFIRMED
,4.49,-0.01998531,0.01998531,0.224015,-0.224015,5411.1,5.23e-05,-5.23e-05,0.30761673,3.44807,0.92,197.989,11.7124,0.000308,-0.000308,8.2669589,0.032,-0.032,11.752,-0.019,0.019,10.091,1,1,0,0,CONFIRMED
0.93,4.49,-0.01248998,0.01516641,0.17,-0.14,5650.0,0.0018188,-0.0017892,0.239094,2.68,0.91,480.307,13.5733,0.000172,-0.000172,11.2510285,0.137,-0.137,13.699,-0.021,0.021,11.989,1,1,0,1,CONFIRMED
,3.676,-0.11,0.11,1.2,-1.2,6227.0,0.00014,-0.00014,0.97,10.9,3.01,649.935,11.4346,0.000647,-0.000647,5.28081,0.015,-0.015,11.083,-0.021,0.021,10.23,0,1,0,0,CANDIDATE
,4.152,-4.1,4.1,46.0,-46.0,6189.0,0.00062,-0.00062,4.0,45.0,1.33,338.491,11.127,0.001034,-0.001034,17.72507,0.046,-0.046,11.247,-0.023,0.023,9.864,0,1,0,0,CANDIDATE
0.89,4.61771,,,,,5237.31,,,,,0.767142,75.5857,10.13,0.000315,-0.000315,16.994,0.009,-0.009,10.345,-0.02,0.02,8.38,1,1,0,0,CONFIRMED
0.697192,,-0.0089214,0.00981354,0.11,-0.1,4367.83,0.000254,-0.000253,0.1641538,1.84,0.62115,102.953,12.4013,0.000397,-0.000397,7.387073,0.069,-0.069,12.759,-0.021,0.021,9.712,1,1,0,0,CONFIRMED
1.134,4.41754,,,,,6070.0,,,,,1.09036,297.462,11.7747,0.000246,-0.000246,4.466,0.031,-0.031,11.753,-0.024,0.024,10.396,1,2,0,0,CONFIRMED
0.089,,-0.00240878,0.00231956,0.026,-0.027,,,,0.08118476,0.91,,,15.6451,0.001448,-0.001448,,0.2,-0.2,17.02,-0.023,0.023,10.296,7,1,0,0,CONFIRMED
0.6,4.72,-0.02408779,0.02408779,0.27,-0.27,3896.0,0.00117,-0.00117,0.16504595,1.85,0.56,44.0727,11.4785,0.000959,-0.000959,24.64354,0.009,-0.009,12.168,-0.023,0.023,8.561,3,1,0,0,CONFIRMED
,,-0.029,0.03,0.34,-0.32,,0.00038,-0.00037,0.162,1.82,0.379,112.258,15.0956,0.000762,-0.000762,6.80213,0.2,-0.2,16.67,-0.027,0.027,11.698,0,1,0,1,CANDIDATE
0.414,4.906,-0.0178428,0.0178428,0.2,-0.2,3841.0,0.00026,-0.00026,0.1284682,1.44,0.371,44.0727,11.4785,0.000959,-0.000959,10.05443,0.009,-0.009,12.168,-0.023,0.023,8.561,3,1,0,0,CONFIRMED
,,-0.028,0.0098,0.11,-0.31,,0.00034,-0.00034,0.406,4.55,1.3704,256.011,11.8031,0.000328,-0.000328,10.99501,0.034,-0.034,12.152,-0.018,0.018,9.907,1,1,0,0,CONFIRMED
0.53,,-0.0178428,0.0178428,0.2,-0.2,4102.0,0.00205,-0.00205,0.17129093,1.92,0.52,202.943,14.339,0.000499,-0.000499,10.93406,0.275,-0.275,14.974,-0.023,0.023,11.595,2,1,0,0,CONFIRMED
